CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_CHALM,Effect_CHALM,P_CAMDA,Effect_CAMDA,P_haEWAS,Effect_haEWAS,haEWAS_Driver,Group
cg04193905,Huntingtons_Disease_GSE72778,chr6,115989126,115989127,,,,3.15E-14,-0.917656071,2.42E-10,-1.418830753,3.89E-10,0.713036018,2.42E-10,-1.418830753,Both,Common
cg04194339,Huntingtons_Disease_GSE72778,chr15,99836575,99836576,LRRC28,Body,,0.000572766,-0.233054437,0.040666171,-0.128592498,0.024892279,0.029121536,0.024892279,0.029121536,None,Beta-only
cg04195684,Huntingtons_Disease_GSE72778,chr22,50515473,50515474,MLC1;MLC1,Body;Body,Island,0.005776603,-0.093243689,1.92E-05,-0.310454586,0.014716202,0.068171782,1.92E-05,-0.310454586,CHALM,haEWAS-only
cg04195807,Huntingtons_Disease_GSE72778,chr11,987821,987822,AP2A2,Body,,7.42E-06,0.159138629,1,0,1,0,1,0,None,Beta-only
cg04195831,Huntingtons_Disease_GSE72778,chr1,17090834,17090835,MST1P9,Body,S_Shelf,0.033957596,-0.066284537,0.182596029,-0.047347841,7.95E-05,0.073261335,7.95E-05,0.073261335,CAMDA,haEWAS-only
cg04195855,Huntingtons_Disease_GSE72778,chr15,101548413,101548414,LRRK1,Body,N_Shore,1.14E-12,0.336807367,0.008688112,0.143134205,0.014703961,0.044114004,0.008688112,0.143134205,None,Beta-only
cg04196345,Huntingtons_Disease_GSE72778,chr17,42084953,42084954,NAGS,Body,Island,0.000815941,-0.178188621,0.037718454,-0.085697921,0.328909914,-0.019083689,0.037718454,-0.085697921,None,Beta-only
cg04198231,Huntingtons_Disease_GSE72778,chr14,106106139,106106140,,,,0.000102009,-0.163816181,1,0,1,0,1,0,None,Beta-only
cg04201373,Huntingtons_Disease_GSE72778,chr6,33551533,33551534,GGNBP1,Body,,0.102086012,0.067416181,2.17E-08,0.260510362,1.27E-05,-0.140307763,2.17E-08,0.260510362,Both,haEWAS-only
cg04201563,Huntingtons_Disease_GSE72778,chr15,100466637,100466638,,,Island,0.000142364,-0.404206034,1,0,1,0,1,0,None,Beta-only
cg04204188,Huntingtons_Disease_GSE72778,chr1,236157142,236157143,NID1,Body,Island,0.000134715,-0.217115173,0.206323995,-0.578160858,0.002484209,0.164757572,0.002484209,0.164757572,None,Beta-only
cg04204221,Huntingtons_Disease_GSE72778,chr2,121279483,121279484,,,N_Shore,7.42E-06,-0.209841923,0.008585703,-0.129706794,0.000190036,0.131466999,0.000190036,0.131466999,CAMDA,Common
cg04205744,Huntingtons_Disease_GSE72778,chr16,86606367,86606368,,,N_Shelf,0.000402762,-0.148405441,0.025450811,-0.074048222,0.00877523,0.013380969,0.00877523,0.013380969,None,Beta-only
cg04206342,Huntingtons_Disease_GSE72778,chr17,70636940,70636941,,,,0.910465253,-0.006344503,0.235350897,-0.191913183,0.000640722,0.072827042,0.000640722,0.072827042,CAMDA,haEWAS-only
cg04206665,Huntingtons_Disease_GSE72778,chr1,1113501,1113502,TTLL10,5'UTR,N_Shelf,2.82E-05,0.234220681,0.739772661,0.015303123,0.658778596,-0.016758024,0.658778596,-0.016758024,None,Beta-only
cg04206967,Huntingtons_Disease_GSE72778,chr8,110098844,110098845,TRHR,TSS1500,,0.005559383,-0.092790721,0.000218655,-0.147785727,0.361439941,0.011252655,0.000218655,-0.147785727,CHALM,haEWAS-only
cg04207888,Huntingtons_Disease_GSE72778,chr10,133458467,133458468,,,Island,0.205209327,-0.039941058,7.30E-05,-2.990430586,0.032295998,0.060972241,7.30E-05,-2.990430586,CHALM,haEWAS-only
cg04208666,Huntingtons_Disease_GSE72778,chr6,19734707,19734708,,,,1.29E-05,-0.397276985,9.58E-08,-0.530048925,4.07E-06,0.259619257,9.58E-08,-0.530048925,Both,Common
cg04209913,Huntingtons_Disease_GSE72778,chr5,37836246,37836247,GDNF;GDNF;GDNF,TSS1500;5'UTR;TSS1500,N_Shore,1.88E-05,0.296659216,0.115788335,0.167661643,0.00044084,-0.165537882,0.00044084,-0.165537882,CAMDA,Common
cg04210187,Huntingtons_Disease_GSE72778,chr10,103331611,103331612,,,S_Shore,0.457317499,0.039439779,0.000756357,-0.202903812,1,0,0.000756357,-0.202903812,CHALM,haEWAS-only
cg04210922,Huntingtons_Disease_GSE72778,chrX,101966398,101966399,GPRASP2;GPRASP2,TSS1500;TSS1500,N_Shore,0.001231608,0.220144647,0.000148935,0.230975448,0.02939169,-0.071083354,0.000148935,0.230975448,CHALM,Common
cg04212285,Huntingtons_Disease_GSE72778,chr7,157342638,157342639,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body,N_Shelf,0.006381979,-0.187741463,0.623581001,-0.037715509,0.000609086,0.226354367,0.000609086,0.226354367,CAMDA,haEWAS-only
cg04213522,Huntingtons_Disease_GSE72778,chr14,65020060,65020061,C14orf50,Body,S_Shelf,0.001637101,-0.219481375,0.118604407,-0.121525906,0.000536242,0.170001405,0.000536242,0.170001405,CAMDA,haEWAS-only
cg04213746,Huntingtons_Disease_GSE72778,chr10,8106003,8106004,GATA3;GATA3,Body;Body,,0.001473804,-0.146195246,0.000630873,-0.131233136,0.000392659,0.043436396,0.000392659,0.043436396,Both,haEWAS-only
cg04214938,Huntingtons_Disease_GSE72778,chr2,119496171,119496172,,,,0.000414851,-0.242773108,0.061380056,-0.1393335,0.032499783,0.066066402,0.032499783,0.066066402,None,Beta-only
cg04216117,Huntingtons_Disease_GSE72778,chr11,737965,737966,,,S_Shore,0.00261863,0.112697681,0.000241321,0.282791662,0.071901832,-0.036438567,0.000241321,0.282791662,CHALM,haEWAS-only
cg04219504,Huntingtons_Disease_GSE72778,chr15,100105188,100105189,MEF2A;MEF2A;MEF2A,TSS1500;TSS1500;TSS1500,N_Shore,0.000657276,0.247917576,0.521333948,0.046692953,0.391975336,-0.01995078,0.391975336,-0.01995078,None,Beta-only
cg04220104,Huntingtons_Disease_GSE72778,chr2,179387853,179387854,MIR548N,Body,,2.96E-05,0.180353062,0.000290919,0.143734819,0.004196569,-0.061469519,0.000290919,0.143734819,CHALM,Common
cg04220922,Huntingtons_Disease_GSE72778,chr16,34430382,34430383,,,N_Shore,0.317035768,-0.072929134,1.22E-05,-0.650183322,0.318838001,0.072431977,1.22E-05,-0.650183322,CHALM,haEWAS-only
cg04221650,Huntingtons_Disease_GSE72778,chr1,152681887,152681888,LCE4A;LCE4A,1stExon;3'UTR,,0.004086656,-0.157334954,0.000465266,-0.179026719,0.004187802,0.115650597,0.000465266,-0.179026719,CHALM,haEWAS-only
cg04221794,Huntingtons_Disease_GSE72778,chr15,59981549,59981550,BNIP2,1stExon,Island,0.028830239,-0.126996422,0.742382905,-0.003326156,0.000383716,0.074751007,0.000383716,0.074751007,CAMDA,haEWAS-only
cg04222159,Huntingtons_Disease_GSE72778,chr1,204981786,204981787,NFASC;NFASC;NFASC;NFASC,Body;Body;Body;Body,,5.53E-05,-0.109944508,0.118732615,-0.032222427,0.012300003,0.029437569,0.012300003,0.029437569,None,Beta-only
cg04222842,Huntingtons_Disease_GSE72778,chr1,225965391,225965392,SRP9;SRP9,TSS200;TSS200,Island,0.000310368,0.240452693,1,0,1,0,1,0,None,Beta-only
cg04226110,Huntingtons_Disease_GSE72778,chr21,45246164,45246165,,,N_Shore,0.147542268,-0.114035635,0.000225408,-0.364366253,0.000499152,0.103005302,0.000225408,-0.364366253,Both,haEWAS-only
cg04226276,Huntingtons_Disease_GSE72778,chr3,194406284,194406285,FAM43A,TSS1500,N_Shore,0.009791011,0.145632186,2.49E-05,0.198064561,0.000139547,0.077575964,2.49E-05,0.198064561,Both,haEWAS-only
cg04226366,Huntingtons_Disease_GSE72778,chr20,61561020,61561021,DIDO1;DIDO1;DIDO1,5'UTR;5'UTR;5'UTR,S_Shore,0.000128062,0.193451649,0.020547067,0.108327334,0.109548983,0.04113343,0.020547067,0.108327334,None,Beta-only
cg04226714,Huntingtons_Disease_GSE72778,chr8,49833948,49833949,SNAI2;SNAI2,1stExon;5'UTR,N_Shelf,0.001848134,0.179847178,0.029719547,0.069963223,0.000125598,0.085660939,0.000125598,0.085660939,CAMDA,haEWAS-only
cg04226903,Huntingtons_Disease_GSE72778,chr4,187544998,187544999,FAT1,Body,,0.000361664,0.162576185,0.008355641,0.108074793,0.000820255,-0.135171124,0.000820255,-0.135171124,CAMDA,Common
cg04230050,Huntingtons_Disease_GSE72778,chr6,166144874,166144875,,,,0.000421482,-0.150412605,0.000321986,-0.166472441,0.001081564,0.125982003,0.000321986,-0.166472441,CHALM,Common
cg04231050,Huntingtons_Disease_GSE72778,chr3,133191297,133191298,BFSP2,Body,,0.000451672,-0.175151156,0.000846617,-0.242404314,0.016353206,0.05890842,0.000846617,-0.242404314,None,Beta-only
cg04231094,Huntingtons_Disease_GSE72778,chr11,75139680,75139681,KLHL35,Body,Island,0.053129902,-0.138765032,0.076497839,-0.156484611,1.69E-06,0.110445125,1.69E-06,0.110445125,CAMDA,haEWAS-only
cg04231541,Huntingtons_Disease_GSE72778,chr16,2849110,2849111,TESSP1,Body,Island,2.21E-08,-0.77914547,5.90E-10,-0.813303222,5.84E-13,1.059050178,5.84E-13,1.059050178,Both,Common
cg04233193,Huntingtons_Disease_GSE72778,chr16,1340362,1340363,,,,1.35E-06,0.217608146,0.003439661,0.086434023,6.39E-05,0.036058179,6.39E-05,0.036058179,CAMDA,Common
cg04236263,Huntingtons_Disease_GSE72778,chr1,17305798,17305799,MFAP2;MFAP2;MFAP2;MFAP2,5'UTR;5'UTR;5'UTR;5'UTR,N_Shore,0.003556819,0.105085035,0.000713955,0.241239721,7.27E-05,-0.132616028,7.27E-05,-0.132616028,Both,haEWAS-only
cg04238185,Huntingtons_Disease_GSE72778,chr3,89164223,89164224,EPHA3;EPHA3,Body;Body,S_Shore,0.000203669,-0.18162787,0.000110802,-0.155818682,0.325020512,0.008345113,0.000110802,-0.155818682,CHALM,Common
cg04239247,Huntingtons_Disease_GSE72778,chr1,93964821,93964822,FNBP1L;FNBP1L;FNBP1L,Body;Body;Body,,0.05354497,0.073714135,0.60129374,0.018203462,0.000138759,-0.08311383,0.000138759,-0.08311383,CAMDA,haEWAS-only
cg04241858,Huntingtons_Disease_GSE72778,chr15,93609305,93609306,RGMA;RGMA;RGMA;RGMA;RGMA;RGMA,Body;Body;Body;Body;Body;Body,Island,0.000650227,-0.100572795,0.00240174,-0.136305734,2.41E-06,0.066113915,2.41E-06,0.066113915,CAMDA,Common
cg04242728,Huntingtons_Disease_GSE72778,chr16,2536153,2536154,TBC1D24,5'UTR,,0.057597583,0.062861529,0.053183271,0.081477095,0.000184927,-0.052027797,0.000184927,-0.052027797,CAMDA,haEWAS-only
cg04244494,Huntingtons_Disease_GSE72778,chr12,510476,510477,CCDC77;CCDC77;CCDC77;CCDC77,TSS1500;TSS1500;5'UTR;5'UTR,N_Shore,0.00865527,0.123185754,0.0835021,0.057099471,0.000260966,0.055292171,0.000260966,0.055292171,CAMDA,haEWAS-only
cg04245250,Huntingtons_Disease_GSE72778,chr9,35563833,35563834,FAM166B;FAM166B;FAM166B;FAM166B,5'UTR;5'UTR;1stExon;1stExon,,0.010274862,-0.110007247,0.00211214,-0.079681105,0.000411253,0.038463044,0.000411253,0.038463044,CAMDA,haEWAS-only
cg04245726,Huntingtons_Disease_GSE72778,chr1,1903366,1903367,KIAA1751,Body,,0.000408401,0.109221333,0.472110349,-0.282356186,0.018934237,-0.071110842,0.018934237,-0.071110842,None,Beta-only
cg04245870,Huntingtons_Disease_GSE72778,chr16,1722957,1722958,CRAMP1L,Body,,0.101172312,0.132432324,0.322493177,0.061899119,7.57E-05,-0.325299646,7.57E-05,-0.325299646,CAMDA,haEWAS-only
cg04248312,Huntingtons_Disease_GSE72778,chr19,17393744,17393745,ANKLE1,Body,Island,0.000632401,-0.173399042,0.022756142,-0.110445097,0.014891152,-0.067679585,0.014891152,-0.067679585,None,Beta-only
cg04248373,Huntingtons_Disease_GSE72778,chr10,97145431,97145432,SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1;SORBS1,Body;Body;Body;Body;Body;Body;Body,,9.22E-05,0.299998516,0.000444405,0.263847691,1,0,0.000444405,0.263847691,CHALM,Common
cg04248979,Huntingtons_Disease_GSE72778,chr5,178358274,178358275,ZFP2,5'UTR,,7.17E-09,-0.526708614,0.754881311,0.013735188,0.922403958,-0.005203345,0.754881311,0.013735188,None,Beta-only
cg04254389,Huntingtons_Disease_GSE72778,chr19,40027263,40027264,,,N_Shelf,0.001307101,-0.091536221,1,0,1,0,1,0,None,Beta-only
cg04254609,Huntingtons_Disease_GSE72778,chr10,16479192,16479193,PTER;PTER,5'UTR;5'UTR,Island,0.000277098,-0.208672498,0.523397126,-0.032024638,0.260063768,-0.033913236,0.260063768,-0.033913236,None,Beta-only
cg04255201,Huntingtons_Disease_GSE72778,chr19,46999307,46999308,PNMAL2,TSS200,S_Shore,7.31E-05,-0.202752445,0.037777897,-0.046337272,0.006770387,-0.022785279,0.006770387,-0.022785279,None,Beta-only
cg04255733,Huntingtons_Disease_GSE72778,chr12,3333936,3333937,TSPAN9;TSPAN9,Body;Body,,0.000307562,-0.134976949,0.1478761,-0.544536022,0.003022821,0.086386867,0.003022821,0.086386867,None,Beta-only
cg04257163,Huntingtons_Disease_GSE72778,chr12,89620072,89620073,,,,0.003946291,0.133162858,0.827869549,0.009180496,0.0001445,-0.159875344,0.0001445,-0.159875344,CAMDA,haEWAS-only
cg04263024,Huntingtons_Disease_GSE72778,chr6,135756952,135756953,AHI1;AHI1;AHI1;AHI1,Body;Body;Body;Body,,0.022658127,0.090054719,0.000434226,0.149086372,0.00469713,-0.080042296,0.000434226,0.149086372,CHALM,haEWAS-only
cg04265326,Huntingtons_Disease_GSE72778,chr6,144415493,144415494,,,N_Shore,9.14E-06,0.191170746,0.005670119,0.125245052,2.57E-05,-0.125007795,2.57E-05,-0.125007795,CAMDA,Common
cg04265425,Huntingtons_Disease_GSE72778,chr19,10411133,10411134,,,S_Shelf,0.044438073,-0.105819198,0.548905044,0.019271707,0.000116922,-0.099720981,0.000116922,-0.099720981,CAMDA,haEWAS-only
cg04266152,Huntingtons_Disease_GSE72778,chr17,77763195,77763196,,,N_Shore,0.000281755,0.098188444,0.199199439,-0.629386104,2.41E-06,-0.106214617,2.41E-06,-0.106214617,CAMDA,Common
cg04266864,Huntingtons_Disease_GSE72778,chr17,27224823,27224824,FLOT2;DHRS13,TSS200;3'UTR,Island,0.000247596,-0.189175674,1,0,1,0,1,0,None,Beta-only
cg04269551,Huntingtons_Disease_GSE72778,chr19,43983665,43983666,PHLDB3,Body,S_Shelf,6.33E-07,-0.331576777,0.238466597,-0.080585367,0.194012056,0.063697554,0.194012056,0.063697554,None,Beta-only
cg04271617,Huntingtons_Disease_GSE72778,chr10,1416546,1416547,ADARB2,Body,S_Shore,0.000149368,-0.169128264,0.001186811,-0.200698449,0.030326691,0.078389125,0.001186811,-0.200698449,None,Beta-only
cg04272712,Huntingtons_Disease_GSE72778,chr6,168757814,168757815,,,,0.711578327,0.012070352,6.22E-05,-0.104624181,0.189887526,0.042149292,6.22E-05,-0.104624181,CHALM,haEWAS-only
cg04273573,Huntingtons_Disease_GSE72778,chr5,2197265,2197266,,,,4.11E-05,0.245238343,0.042677136,0.17848558,5.80E-05,-0.192601153,5.80E-05,-0.192601153,CAMDA,Common
cg04273604,Huntingtons_Disease_GSE72778,chr1,234609003,234609004,TARBP1,Body,,0.0007021,0.186549313,0.001041466,0.167492044,1,0,0.001041466,0.167492044,None,Beta-only
cg04274758,Huntingtons_Disease_GSE72778,chr7,24891366,24891367,OSBPL3;OSBPL3;OSBPL3;OSBPL3,Body;Body;Body;Body,,0.599635721,0.039619162,1.35E-05,0.376079043,1,0,1.35E-05,0.376079043,CHALM,haEWAS-only
cg04278168,Huntingtons_Disease_GSE72778,chr10,124578263,124578264,,,Island,0.004031677,-0.114207304,0.000144587,-0.166071098,0.033219023,0.055286144,0.000144587,-0.166071098,CHALM,haEWAS-only
cg04279449,Huntingtons_Disease_GSE72778,chr11,703918,703919,TMEM80;TMEM80,3'UTR;3'UTR,N_Shore,0.001076143,0.16929557,0.006690799,0.114382108,0.002754815,-0.137088721,0.002754815,-0.137088721,None,Beta-only
cg04283926,Huntingtons_Disease_GSE72778,chr1,42924245,42924246,PPCS;PPCS,Body;Body,S_Shore,0.000390572,0.135321887,2.89E-05,0.144918109,0.000376126,-0.122889479,2.89E-05,0.144918109,Both,Common
cg04284140,Huntingtons_Disease_GSE72778,chr7,44163975,44163976,POLD2;POLD2,TSS1500;TSS1500,S_Shore,0.013067266,0.132647619,1.40E-05,0.215049461,6.96E-05,0.046009497,1.40E-05,0.215049461,Both,haEWAS-only
cg04284956,Huntingtons_Disease_GSE72778,chr4,1895190,1895191,WHSC1;WHSC1;WHSC1;WHSC1;WHSC1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,,0.000410721,0.094917692,0.093214991,0.032782948,0.21747378,-0.005197843,0.093214991,0.032782948,None,Beta-only
cg04286558,Huntingtons_Disease_GSE72778,chr2,131209589,131209590,,,,0.002377573,0.220969391,0.000372237,0.550890747,0.392193691,-0.024778497,0.000372237,0.550890747,CHALM,haEWAS-only
cg04286737,Huntingtons_Disease_GSE72778,chr20,4665645,4665646,PRNP;PRNP;PRNP;PRNP,TSS1500;TSS1500;TSS1500;TSS1500,N_Shore,8.04E-05,0.15393832,0.009172478,0.094384626,0.012773874,-0.03645299,0.009172478,0.094384626,None,Beta-only
cg04287686,Huntingtons_Disease_GSE72778,chrX,48644859,48644860,GATA1,TSS200,,0.001238787,-0.150133488,1,0,1,0,1,0,None,Beta-only
cg04287747,Huntingtons_Disease_GSE72778,chr17,76802348,76802349,USP36,Body,S_Shelf,6.90E-05,0.174406982,0.000863553,0.590069201,0.003666758,-0.116621373,0.000863553,0.590069201,None,Beta-only
cg04288265,Huntingtons_Disease_GSE72778,chrX,149680306,149680307,MAMLD1,3'UTR,,0.001178244,0.151471795,0.017914413,0.083446191,0.005395482,-0.133256945,0.005395482,-0.133256945,None,Beta-only
cg04289314,Huntingtons_Disease_GSE72778,chr2,131046480,131046481,,,Island,0.010650464,-0.13344507,0.000598907,-0.21500686,0.044830089,0.08772121,0.000598907,-0.21500686,CHALM,haEWAS-only
cg04289820,Huntingtons_Disease_GSE72778,chr14,107221194,107221195,,,Island,0.000430814,0.173918961,1,0,1,0,1,0,None,Beta-only
cg04289891,Huntingtons_Disease_GSE72778,chr1,20395440,20395441,PLA2G5,TSS1500,,8.55E-06,0.235762898,0.021679178,0.147389345,0.00298953,-0.121915267,0.00298953,-0.121915267,None,Beta-only
cg04293703,Huntingtons_Disease_GSE72778,chr6,31976687,31976688,TNXB;TNXA,Body;Body,,0.000972462,-0.129027342,1,0,1,0,1,0,None,Beta-only
cg04297067,Huntingtons_Disease_GSE72778,chr16,86550450,86550451,,,Island,0.049340512,-0.117495829,0.00082062,-0.120918862,0.000894965,-0.032453776,0.00082062,-0.120918862,CAMDA,haEWAS-only
cg04297660,Huntingtons_Disease_GSE72778,chr11,110627909,110627910,,,,3.60E-09,-0.873733573,0.024766618,-0.29631328,2.73E-07,0.667566678,2.73E-07,0.667566678,CAMDA,Common
cg04297819,Huntingtons_Disease_GSE72778,chr1,22260125,22260126,HSPG2,Body,,0.000172909,0.130758706,0.384220298,0.026872855,0.000714446,-0.118913284,0.000714446,-0.118913284,CAMDA,Common
cg04298224,Huntingtons_Disease_GSE72778,chr13,113707471,113707472,MCF2L;MCF2L,Body;Body,S_Shore,0.072991408,0.118838684,0.02403586,0.169643327,0.000361843,-0.069001421,0.000361843,-0.069001421,CAMDA,haEWAS-only
cg04298253,Huntingtons_Disease_GSE72778,chr16,90143815,90143816,PRDM7,TSS1500,Island,5.35E-15,-0.471146855,3.07E-09,-0.322676931,0.34685017,-0.010838496,3.07E-09,-0.322676931,CHALM,Common
cg04300159,Huntingtons_Disease_GSE72778,chr17,16281514,16281515,,,N_Shelf,0.001271262,-0.127641256,0.003160382,-0.111398989,0.837230132,0.002663744,0.003160382,-0.111398989,None,Beta-only
cg04300684,Huntingtons_Disease_GSE72778,chr4,1523326,1523327,,,S_Shore,0.000504347,-0.179681234,0.09483206,-0.069048553,0.570346038,0.022872966,0.09483206,-0.069048553,None,Beta-only
cg04301738,Huntingtons_Disease_GSE72778,chr7,150125199,150125200,,,,0.01671913,-0.098484122,0.000317209,-2.567122999,0.094300036,0.062869672,0.000317209,-2.567122999,CHALM,haEWAS-only
cg04304561,Huntingtons_Disease_GSE72778,chr3,49907481,49907482,CAMKV,TSS200,Island,0.000511946,-0.103830978,0.001789979,-0.051242481,0.002854052,-0.012774846,0.001789979,-0.051242481,None,Beta-only
cg04305692,Huntingtons_Disease_GSE72778,chr19,8464907,8464908,RAB11B,Body,Island,0.019908809,0.085679708,0.896987157,-0.005851936,0.000981135,-0.078204724,0.000981135,-0.078204724,CAMDA,haEWAS-only
cg04306489,Huntingtons_Disease_GSE72778,chr17,16593582,16593583,CCDC144A,TSS200,Island,0.676956755,0.024840839,1.82E-05,-0.375448941,0.93730241,-0.002741297,1.82E-05,-0.375448941,CHALM,haEWAS-only
cg04307457,Huntingtons_Disease_GSE72778,chr7,138786186,138786187,ZC3HAV1;ZC3HAV1,Body;Body,,0.000253683,-0.167250248,0.014264094,-0.120808004,0.0015066,0.105481787,0.0015066,0.105481787,None,Beta-only
cg04307902,Huntingtons_Disease_GSE72778,chr21,46957834,46957835,SLC19A1,Body,Island,0.002623325,0.133888104,0.01630997,0.053338403,0.000693519,-0.149454708,0.000693519,-0.149454708,CAMDA,haEWAS-only
cg04308040,Huntingtons_Disease_GSE72778,chr13,44942303,44942304,,,,0.000278809,0.14324157,0.000391085,0.125860765,0.227571254,0.018137853,0.000391085,0.125860765,CHALM,Common
cg04311686,Huntingtons_Disease_GSE72778,chr5,1179328,1179329,,,,4.77E-09,1.222919863,0.829090696,-0.180903944,0.016991664,-0.52082245,0.016991664,-0.52082245,None,Beta-only
cg04312620,Huntingtons_Disease_GSE72778,chr20,50419214,50419215,SALL4,TSS200,S_Shore,0.00015793,-0.196493085,0.028504119,-0.141424166,0.004146281,0.102813515,0.004146281,0.102813515,None,Beta-only
cg04313875,Huntingtons_Disease_GSE72778,chr17,1553202,1553203,RILP;RILP,5'UTR;1stExon,Island,0.001380524,-0.178763034,1,0,1,0,1,0,None,Beta-only
cg04315227,Huntingtons_Disease_GSE72778,chr2,106886503,106886504,,,Island,0.298127093,0.066345079,0.000710557,-0.218070019,0.00798054,-0.082746184,0.000710557,-0.218070019,CHALM,haEWAS-only
cg04315692,Huntingtons_Disease_GSE72778,chr11,118530575,118530576,TREH,Body,,0.000859988,-0.108028895,0.023010115,-0.103691275,0.01925635,0.034217891,0.01925635,0.034217891,None,Beta-only
cg04316537,Huntingtons_Disease_GSE72778,chr2,102589889,102589890,,,,3.48E-10,-1.283765798,3.87E-06,-0.679827835,0.521177726,0.091543186,3.87E-06,-0.679827835,CHALM,Common
cg04317047,Huntingtons_Disease_GSE72778,chr5,148808388,148808389,MIR143;LOC728264,TSS200;Body,,0.001785869,-0.135336679,2.51E-05,-0.145832847,0.026882612,0.067130092,2.51E-05,-0.145832847,CHALM,haEWAS-only
cg04317399,Huntingtons_Disease_GSE72778,chr7,27170313,27170314,HOXA4,1stExon,Island,0.002135843,-0.181355325,0.002450421,-0.108899797,0.000659558,-0.052643007,0.000659558,-0.052643007,CAMDA,haEWAS-only
cg04317707,Huntingtons_Disease_GSE72778,chr16,984002,984003,LMF1,Body,S_Shelf,0.313334175,0.051297896,0.187242452,0.074422748,0.000529981,-0.171325775,0.000529981,-0.171325775,CAMDA,haEWAS-only
cg04317854,Huntingtons_Disease_GSE72778,chr7,24762562,24762563,DFNA5;DFNA5;DFNA5,5'UTR;Body;Body,,0.000126547,0.209431531,0.34245101,0.058096555,0.003380264,-0.128592976,0.003380264,-0.128592976,None,Beta-only
cg04319929,Huntingtons_Disease_GSE72778,chr13,112323122,112323123,,,S_Shore,0.00053951,0.170968813,1,0,1,0,1,0,None,Beta-only
cg04320632,Huntingtons_Disease_GSE72778,chr17,7890035,7890036,,,N_Shelf,0.0011366,-0.303281015,0.35643337,-0.074785007,0.010477487,0.141435903,0.010477487,0.141435903,None,Beta-only
cg04321126,Huntingtons_Disease_GSE72778,chr6,39393690,39393691,KIF6,Body,,4.12E-05,0.133976953,0.204958812,0.040468,0.008121855,0.029747456,0.008121855,0.029747456,None,Beta-only
cg04321555,Huntingtons_Disease_GSE72778,chr19,34285737,34285738,,,N_Shore,0.007003922,0.172503603,0.003505024,0.196787383,3.58E-05,0.064915062,3.58E-05,0.064915062,CAMDA,haEWAS-only
cg04321566,Huntingtons_Disease_GSE72778,chr7,64466846,64466847,,,,8.74E-05,0.234450481,0.650014097,-0.009916088,0.399194396,0.001954094,0.399194396,0.001954094,None,Beta-only
cg04322644,Huntingtons_Disease_GSE72778,chr16,392392,392393,AXIN1;AXIN1,Body;Body,,0.000201721,0.305100471,0.128454204,0.089406828,0.11915003,-0.119016986,0.11915003,-0.119016986,None,Beta-only
cg04324308,Huntingtons_Disease_GSE72778,chr2,228028741,228028742,COL4A3;COL4A4;COL4A3;COL4A4;COL4A3;COL4A3,TSS1500;5'UTR;TSS1500;1stExon;TSS1500;TSS1500,Island,0.012118191,0.20465328,0.213876428,0.024307141,0.000946054,-0.018270319,0.000946054,-0.018270319,CAMDA,haEWAS-only
cg04324487,Huntingtons_Disease_GSE72778,chr7,74991878,74991879,STAG3L1;STAG3L1,Body;Body,S_Shelf,0.000234437,-0.278929415,0.001887073,-2.157754544,0.014059072,0.174196938,0.001887073,-2.157754544,None,Beta-only
cg04325632,Huntingtons_Disease_GSE72778,chr4,3767073,3767074,ADRA2C,TSS1500,Island,0.024244128,-0.084901019,0.001198299,-0.103417642,0.00024127,-0.0305474,0.00024127,-0.0305474,CAMDA,haEWAS-only
cg04327538,Huntingtons_Disease_GSE72778,chr10,126136929,126136930,NKX1-2,Body,Island,0.001393109,-0.091897817,0.123923616,-0.040420317,0.664468927,0.002560337,0.123923616,-0.040420317,None,Beta-only
cg04329454,Huntingtons_Disease_GSE72778,chr6,33561099,33561100,C6orf227,Body,Island,0.133559883,-0.073892074,8.58E-05,-0.224090291,0.000394922,-0.078163764,8.58E-05,-0.224090291,Both,haEWAS-only
cg04330389,Huntingtons_Disease_GSE72778,chr19,18084986,18084987,KCNN1,Body,Island,0.062600431,0.216416877,0.444363355,-0.356411639,0.000351793,-0.385676994,0.000351793,-0.385676994,CAMDA,haEWAS-only
cg04330631,Huntingtons_Disease_GSE72778,chr6,42018203,42018204,TAF8,TSS200,Island,4.59E-05,-0.153656847,1,0,1,0,1,0,None,Beta-only
cg04331561,Huntingtons_Disease_GSE72778,chr4,167021679,167021680,TLL1,Body,,0.764231826,0.039972025,0.000782,-0.182712715,0.000989387,0.222147387,0.000782,-0.182712715,CAMDA,haEWAS-only
cg04333575,Huntingtons_Disease_GSE72778,chr11,6340890,6340891,PRKCDBP,Body,Island,0.001011884,0.136634516,0.619088418,0.023788568,9.31E-05,-0.067663048,9.31E-05,-0.067663048,CAMDA,Common
cg04335565,Huntingtons_Disease_GSE72778,chr6,169225041,169225042,,,N_Shore,2.45E-09,0.395138832,1,0,1,0,1,0,None,Beta-only
cg04336178,Huntingtons_Disease_GSE72778,chr13,76260314,76260315,LMO7,Body,,1.14E-05,0.357045646,0.055814238,-0.062710545,0.108521695,0.037721666,0.055814238,-0.062710545,None,Beta-only
