CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg07259507,Total_PBB_Exposure_GSE116339,chr7,97978189,97978190,BAIAP2L1,Body,,0.32753936279835,-0.000997458274823,1.86194142482238e-07,-0.0007434805656084,haEWAS-specific
cg07259811,Total_PBB_Exposure_GSE116339,chr12,6936467,6936468,GPR162;LEPREL2;GPR162,3'UTR;TSS1500;3'UTR,N_Shore,0.0029900753117953,0.0019904485352081,0.0001306377987756,-0.0015685087602633,haEWAS-specific
cg07272997,Total_PBB_Exposure_GSE116339,chr2,46883892,46883893,,,,5.90174669586398e-06,-0.0051092025354754,0.0448858689913581,-0.001951230475807,EWAS-specific
cg07274490,Total_PBB_Exposure_GSE116339,chrX,9730688,9730689,GPR143,Body,N_Shelf,1.17369693936595e-05,0.0027405717991609,0.0004262505104277,-0.0012819785148438,EWAS-specific
cg07277560,Total_PBB_Exposure_GSE116339,chr9,139485802,139485803,,,,0.334811208924852,0.0006220824238505,0.000143637148344,-0.0016338775394383,haEWAS-specific
cg07279070,Total_PBB_Exposure_GSE116339,chr2,73148229,73148230,EMX1,Body,Island,0.262106350008245,0.000931293829427,0.0001270267472043,-5.22568844787744e-05,haEWAS-specific
cg07295586,Total_PBB_Exposure_GSE116339,chr8,142984467,142984468,,,Island,2.18422586376366e-05,-0.0040631082114676,1.80900427649498e-06,0.0037173572396173,Common
cg07295991,Total_PBB_Exposure_GSE116339,chrX,31090793,31090794,FTHL17,TSS1500,S_Shore,0.0142200459485907,0.0029748727718936,5.43172247986497e-05,-0.0025777861963607,haEWAS-specific
cg07297879,Total_PBB_Exposure_GSE116339,chr4,159939347,159939348,C4orf45,Body,,0.760650155372303,0.0002272567157322,1.58095416298231e-07,-0.0005308562858154,haEWAS-specific
cg07298257,Total_PBB_Exposure_GSE116339,chr16,28583885,28583886,CCDC101,5'UTR,,0.122691013339641,0.001161150074333,3.09223168963105e-07,-0.0133196323167134,haEWAS-specific
cg07312610,Total_PBB_Exposure_GSE116339,chr2,7185210,7185211,,,,0.0174902656923524,-0.001906512721357,8.40624070316582e-05,-0.0098537505263242,haEWAS-specific
cg07313174,Total_PBB_Exposure_GSE116339,chr7,156803550,156803551,MNX1;MNX1;MNX1-AS1,TSS1500;TSS1500;Body,Island,0.0124976314028343,-0.0016391594253478,3.25373828050378e-05,-5.18310385610663e-05,haEWAS-specific
cg07327723,Total_PBB_Exposure_GSE116339,chr4,47433685,47433686,,,,0.0003914834589492,0.0022077257055881,2.99219936730657e-05,0.0020911647970249,haEWAS-specific
cg07335637,Total_PBB_Exposure_GSE116339,chr1,31453133,31453134,PUM1;PUM1,Body;Body,,0.000596240775328,0.0029048569308081,3.73820626797627e-05,-0.0016495200731008,haEWAS-specific
cg07341624,Total_PBB_Exposure_GSE116339,chr20,2539167,2539168,TMC2,Body,Island,0.095887604364394,0.0011675266658774,7.9574056275866e-06,-6.8138963868486e-05,haEWAS-specific
cg07357127,Total_PBB_Exposure_GSE116339,chr6,137492803,137492804,IL22RA2;IL22RA2;IL22RA2,5'UTR;5'UTR;5'UTR,,8.44074568695406e-07,-0.0142565279483248,2.65207597563736e-06,0.0094581669870368,Common
cg07363543,Total_PBB_Exposure_GSE116339,chr1,224691275,224691276,,,,0.0446756116611055,-0.0014484684171951,0.0001218668331786,-0.0014143274489355,haEWAS-specific
cg07368443,Total_PBB_Exposure_GSE116339,chr1,45265337,45265338,PLK3,TSS1500,N_Shore,0.0548753188107145,-0.0012252261589985,2.83655689594224e-05,-0.0003259506011898,haEWAS-specific
cg07370141,Total_PBB_Exposure_GSE116339,chr5,132948438,132948439,FSTL4,TSS1500,Island,1.08286830601454e-05,0.0027297940330629,3.83209948301e-06,0.0005119613067408,Common
cg07374823,Total_PBB_Exposure_GSE116339,chr10,134860125,134860126,,,N_Shore,0.0037806854719393,-0.0034082205387562,2.87704800259898e-05,-0.0193621940348282,haEWAS-specific
cg07376775,Total_PBB_Exposure_GSE116339,chr2,100649891,100649892,AFF3;AFF3,Body;Body,,0.0068258934546652,0.0031801619405755,4.53146973533742e-05,-0.0019866549298528,haEWAS-specific
cg07381470,Total_PBB_Exposure_GSE116339,chr1,1483130,1483131,SSU72,Body,,0.0192154417985878,0.0025295168007392,3.23395157128379e-05,0.010313856371296,haEWAS-specific
cg07386299,Total_PBB_Exposure_GSE116339,chr20,33817631,33817632,MMP24,Body,S_Shelf,8.15515660479294e-07,0.0040203905465608,0.0021631723294502,0.0020987529304603,EWAS-specific
cg07391141,Total_PBB_Exposure_GSE116339,chr21,44035034,44035035,,,N_Shelf,0.257078750445776,-0.0005044800729195,4.658705082121e-05,0.0005572805185885,haEWAS-specific
cg07391962,Total_PBB_Exposure_GSE116339,chr11,120537147,120537148,GRIK4;GRIK4;GRIK4,Body;Body;Body,,0.0247026919922663,0.0022726738760943,3.8307791716866e-06,0.0035017197976427,haEWAS-specific
cg07399537,Total_PBB_Exposure_GSE116339,chr16,85601612,85601613,,,,6.22047692905081e-06,-0.0027910554726395,0.0801505071898027,0.0004212042172094,EWAS-specific
cg07405127,Total_PBB_Exposure_GSE116339,chrX,148622952,148622953,CXorf40A;CXorf40A;CXorf40A,5'UTR;5'UTR;5'UTR,Island,0.0100908179993266,-0.0017449407112785,7.72746424472305e-05,-0.0017024240031663,haEWAS-specific
cg07413147,Total_PBB_Exposure_GSE116339,chr9,36882142,36882143,PAX5,Body,Island,0.0001854178870476,-0.0058127101192072,6.81995202430593e-08,0.0057148589975774,haEWAS-specific
cg07425431,Total_PBB_Exposure_GSE116339,chr5,132411688,132411689,HSPA4,Body,,1.39416946716252e-05,-0.005731115416178,0.0002508882895971,-0.0040089939290574,EWAS-specific
cg07431286,Total_PBB_Exposure_GSE116339,chr5,72526496,72526497,,,Island,0.666040434394127,0.0003711766791334,6.73726184884222e-05,0.0004740385503965,haEWAS-specific
cg07458761,Total_PBB_Exposure_GSE116339,chr13,43061293,43061294,,,,0.636560665526094,0.0003435644900672,3.96678217424252e-06,0.0013118437354155,haEWAS-specific
cg07462756,Total_PBB_Exposure_GSE116339,chr4,4859985,4859986,MSX1,TSS1500,Island,0.752077161470274,-0.0002332268292389,8.85804598850335e-08,-0.0001032514600463,haEWAS-specific
cg07463740,Total_PBB_Exposure_GSE116339,chr5,172737556,172737557,,,,0.0005092771666337,-0.0026748186863258,5.32260473999816e-05,-0.0028475319470652,haEWAS-specific
cg07474494,Total_PBB_Exposure_GSE116339,chr19,58446600,58446601,ZNF418;ZNF418,1stExon;5'UTR,Island,0.620317009890475,0.0004826684474476,8.76288504216171e-05,0.0018351722952027,haEWAS-specific
cg07477296,Total_PBB_Exposure_GSE116339,chr19,12201646,12201647,ZNF788,TSS1500,N_Shore,0.0074484652857901,0.0040282109357434,1.64871824546253e-05,0.0045946228373695,haEWAS-specific
cg07477867,Total_PBB_Exposure_GSE116339,chr16,71604018,71604019,TAT,Body,,8.94078945139398e-06,-0.0034817434064682,1.5241926353909e-07,-0.0065194867654989,Common
cg07481398,Total_PBB_Exposure_GSE116339,chr6,149806652,149806653,ZC3H12D,TSS1500,,0.859243931849805,0.0001967734298332,7.34603886442933e-05,-0.0006530941093588,haEWAS-specific
cg07491828,Total_PBB_Exposure_GSE116339,chr16,14227116,14227117,MKL2,5'UTR,,0.0009049181218704,-0.003727870498909,1.57736754030432e-05,0.0030031492496602,haEWAS-specific
cg07492937,Total_PBB_Exposure_GSE116339,chr10,35443057,35443058,CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM;CREM,5'UTR;5'UTR;Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.0133514998295732,-0.0035457287549322,8.45768541679827e-05,0.0030081960223264,haEWAS-specific
cg07500915,Total_PBB_Exposure_GSE116339,chr8,96610206,96610207,C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1,Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.0022804022816404,-0.0041799368850629,6.94786358642507e-07,-0.005750365597136,haEWAS-specific
cg07508304,Total_PBB_Exposure_GSE116339,chr16,85208316,85208317,,,S_Shelf,5.23544572489855e-05,-0.0022199124710992,2.86765755155465e-05,-0.0020340200734554,haEWAS-specific
cg07510276,Total_PBB_Exposure_GSE116339,chr17,78391155,78391156,ENDOV;ENDOV;ENDOV,Body;Body;Body,S_Shore,0.0507957407098447,-0.0018587418999081,1.27441880575851e-05,-0.0020929786594687,haEWAS-specific
cg07533345,Total_PBB_Exposure_GSE116339,chr10,5903566,5903567,,,,0.029220696345913,0.0020633561936075,2.00135559138883e-05,-0.0038624321662837,haEWAS-specific
cg07542184,Total_PBB_Exposure_GSE116339,chr4,147685925,147685926,TTC29;TTC29,Body;Body,,0.0252715715160571,0.0016552098692548,1.17585996153001e-05,-0.0020495563347881,haEWAS-specific
cg07556849,Total_PBB_Exposure_GSE116339,chr9,85119696,85119697,,,,0.0011341205717273,0.0031088290199566,0.0001148167092477,-0.0007195934347759,haEWAS-specific
cg07563793,Total_PBB_Exposure_GSE116339,chr1,75596336,75596337,LHX8,5'UTR,N_Shore,0.0188662058142568,0.0019993240091332,7.94413004457871e-05,0.0003418585315715,haEWAS-specific
cg07569464,Total_PBB_Exposure_GSE116339,chr8,72936883,72936884,TRPA1;MSC-AS1;MSC-AS1,Body;Body;Body,,0.0001054905481225,0.0025874975884103,2.456656801555e-05,0.002355335937971,haEWAS-specific
cg07570142,Total_PBB_Exposure_GSE116339,chr6,132722421,132722422,MOXD1,1stExon,Island,0.0002248241257509,0.0027393145743115,7.04278231083455e-06,0.0023342436813355,haEWAS-specific
cg07577824,Total_PBB_Exposure_GSE116339,chr20,17943403,17943404,SNX5;SNORD17;SNX5,Body;Body;Body,,0.739930206402725,-0.0002400810199121,4.1771548512993615e-09,-0.0001374591757405,haEWAS-specific
cg07578313,Total_PBB_Exposure_GSE116339,chr16,11363854,11363855,TNP2,TSS1500,,2.69349651086431e-06,-0.003493203263888,0.0001372461881727,-0.0037755170075629,EWAS-specific
cg07590316,Total_PBB_Exposure_GSE116339,chr15,43720287,43720288,RNU6-28P;TP53BP1;TP53BP1;TP53BP1,Body;Body;Body;Body,,0.267673866106149,-0.0015325149161915,4.40225420122888e-07,-0.0089810263902165,haEWAS-specific
cg07593582,Total_PBB_Exposure_GSE116339,chr1,210413279,210413280,SERTAD4,Body,,0.0019115747565514,0.0030948172549306,7.56219013046727e-06,0.0052241424800322,haEWAS-specific
cg07600283,Total_PBB_Exposure_GSE116339,chr19,34306694,34306695,,,,0.000296410144161,0.0037137662719416,3.03994657572791e-05,-0.002469562599558,haEWAS-specific
cg07600345,Total_PBB_Exposure_GSE116339,chr11,8750270,8750271,ST5;ST5;ST5,Body;Body;Body,N_Shelf,0.0004205237592217,0.003236683094189,4.7107984668384e-05,-0.0024709591269775,haEWAS-specific
cg07615111,Total_PBB_Exposure_GSE116339,chr13,114965537,114965538,,,Island,0.181218306053187,0.0033865727861452,5.68206170029664e-05,-0.0053969191988006,haEWAS-specific
cg07620968,Total_PBB_Exposure_GSE116339,chr16,58074001,58074002,MMP15,Body,Island,0.0002202715590187,-0.0027443746892709,8.33661314238104e-09,-0.0077008808067139,haEWAS-specific
cg07624842,Total_PBB_Exposure_GSE116339,chrX,21958328,21958329,SMS;SMS,TSS1500;TSS1500,N_Shore,0.0440108246295016,0.0020090799878791,0.0001199843072433,-0.0013193743658024,haEWAS-specific
cg07629965,Total_PBB_Exposure_GSE116339,chr3,50312389,50312390,SEMA3B;SEMA3B,Body;Body,N_Shore,0.0002859864030956,-0.0032380374493025,3.90026914418635e-05,-0.000316157057486,haEWAS-specific
cg07634179,Total_PBB_Exposure_GSE116339,chr12,54393257,54393258,HOXC9,TSS1500,N_Shore,2.31218630647896e-05,0.0032739258421974,2.32032142190742e-07,0.0007620401438188,Common
cg07644335,Total_PBB_Exposure_GSE116339,chr9,92505909,92505910,,,,0.0666017695587394,-0.0016489575848632,8.76427869764568e-06,0.0015290025846909,haEWAS-specific
cg07682547,Total_PBB_Exposure_GSE116339,chr5,153863417,153863418,,,S_Shore,0.0031558551977903,0.0022330057809315,4.6860039954664e-09,0.0002552780889267,haEWAS-specific
cg07685728,Total_PBB_Exposure_GSE116339,chr19,58280891,58280892,ZNF586,TSS200,N_Shore,0.001915452310944,0.003361587880783,1.32340443910529e-05,0.0002125909541648,haEWAS-specific
cg07695272,Total_PBB_Exposure_GSE116339,chr16,84737668,84737669,USP10,Body,S_Shelf,0.0229572287705809,-0.0018480119498396,7.76330039883669e-07,0.0277996903094302,haEWAS-specific
cg07703765,Total_PBB_Exposure_GSE116339,chr19,39142260,39142261,ACTN4,Body,S_Shelf,0.0423642184104899,0.0012982233642122,0.0001522090355027,-0.0005764878400105,haEWAS-specific
cg07707817,Total_PBB_Exposure_GSE116339,chr3,121285706,121285707,ARGFX,TSS1500,,0.0222026690580728,-0.0035652965464497,5.12186521806105e-06,-0.0013471308236119,haEWAS-specific
cg07708960,Total_PBB_Exposure_GSE116339,chr15,64442024,64442025,,,N_Shore,0.0004044155007412,-0.0014397743595158,2.81195405304154e-05,-0.0014450002207464,haEWAS-specific
cg07716468,Total_PBB_Exposure_GSE116339,chr16,89681823,89681824,DPEP1,5'UTR,,0.667341394400227,-0.0003565149556638,9.3199280553856e-05,0.0022722218281109,haEWAS-specific
cg07719417,Total_PBB_Exposure_GSE116339,chr2,66398350,66398351,,,,0.0487069345030772,-0.0027261647599802,0.0001431476785149,0.0056871975921447,haEWAS-specific
cg07721069,Total_PBB_Exposure_GSE116339,chrX,11683932,11683933,ARHGAP6;ARHGAP6;ARHGAP6,TSS200;TSS200;TSS200,Island,5.07569325804819e-05,-0.0033984887323634,3.96343515750754e-05,-0.0020889166389688,haEWAS-specific
cg07723983,Total_PBB_Exposure_GSE116339,chr19,15252270,15252271,,,Island,0.162956346527144,0.0009513860800155,1.04785080184655e-05,-0.0021910392367172,haEWAS-specific
cg07734161,Total_PBB_Exposure_GSE116339,chr16,1593557,1593558,IFT140;TMEM204,Body;Body,S_Shore,4.54487725869602e-06,-0.002887897881237,0.001243939149185,-0.0011434509133986,EWAS-specific
cg07746818,Total_PBB_Exposure_GSE116339,chrX,102469720,102469721,BEX4;BEX4,TSS1500;TSS1500,N_Shore,0.0936968745912895,0.0020843441363945,6.88173237394852e-05,-0.0010128451603388,haEWAS-specific
cg07759907,Total_PBB_Exposure_GSE116339,chr16,34806416,34806417,,,N_Shelf,0.0007527140193485,-0.0021241248448464,1.28732663565864e-05,-0.0023028182646384,haEWAS-specific
cg07764059,Total_PBB_Exposure_GSE116339,chr7,94538894,94538895,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A,TSS1500;5'UTR;TSS1500;TSS1500;5'UTR,S_Shore,0.0002394264668965,-0.0159431709725036,2.12738836709304e-05,0.0131713481788937,haEWAS-specific
cg07773838,Total_PBB_Exposure_GSE116339,chr18,864836,864837,,,,0.000774286996706,-0.0071697117928569,8.77831188348703e-05,-0.0033792939321481,haEWAS-specific
cg07794885,Total_PBB_Exposure_GSE116339,chr16,88703611,88703612,IL17C,TSS1500,N_Shelf,0.0228697306243723,0.002952699429975,4.0404333487937e-06,-0.0015476526832215,haEWAS-specific
cg07798610,Total_PBB_Exposure_GSE116339,chr16,2867683,2867684,PRSS21;PRSS21;PRSS21,Body;Body;Body,Island,0.0009736733650075,0.0054272674302448,4.57450915210979e-05,0.0047246996218923,haEWAS-specific
cg07798659,Total_PBB_Exposure_GSE116339,chr6,35262801,35262802,ZNF76;ZNF76,Body;Body,,0.0043050632797633,-0.002494869749671,5.43141175259274e-06,0.002485780857893,haEWAS-specific
cg07817847,Total_PBB_Exposure_GSE116339,chr19,32744678,32744679,,,,0.469212741552863,0.0007900283916676,3.79713417036185e-05,-0.0100391912836516,haEWAS-specific
cg07822777,Total_PBB_Exposure_GSE116339,chrX,103499650,103499651,ESX1,TSS200,Island,0.0200487988275287,-0.0023537206901923,1.87764490705801e-05,-0.0022871322124566,haEWAS-specific
cg07826946,Total_PBB_Exposure_GSE116339,chr1,62120090,62120091,,,Island,0.0002874199014999,-0.0033209852657165,4.28200318548436e-06,0.0030401266190433,haEWAS-specific
cg07844931,Total_PBB_Exposure_GSE116339,chr16,58018880,58018881,TEPP;TEPP,Body;Body,Island,0.313139764187775,0.0005062216114974,5.47661143604609e-05,0.0008227275604062,haEWAS-specific
cg07847989,Total_PBB_Exposure_GSE116339,chrX,114141368,114141369,HTR2C,Body,,0.0018290036655046,0.0056769066077052,7.43184313222805e-05,0.0071522662080684,haEWAS-specific
cg07855447,Total_PBB_Exposure_GSE116339,chr2,168401353,168401354,,,,2.45042763192041e-05,-0.0024205792779231,0.0004936911332429,-0.0016509255388014,EWAS-specific
cg07856155,Total_PBB_Exposure_GSE116339,chr3,161277848,161277849,,,,0.144271181696312,0.0018024289013459,3.11655200736169e-05,-0.0018869628542498,haEWAS-specific
cg07865065,Total_PBB_Exposure_GSE116339,chr7,100146527,100146528,AGFG2;AGFG2,ExonBnd;Body,,1.72846494040982e-05,0.0047131889932812,0.0048573282767459,-0.0028256258266719,EWAS-specific
cg07872930,Total_PBB_Exposure_GSE116339,chr10,64937415,64937416,JMJD1C;JMJD1C,Body;Body,,0.0389907016072712,-0.004682685950895,4.57399210542916e-06,-0.0088798256949362,haEWAS-specific
cg07893176,Total_PBB_Exposure_GSE116339,chr1,171110609,171110610,FMO6P,Body,,0.0236277836013599,-0.0026405520929587,0.0001313119722874,0.0014673641326585,haEWAS-specific
cg07903860,Total_PBB_Exposure_GSE116339,chr10,14995957,14995958,DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C,1stExon;5'UTR;5'UTR;1stExon;1stExon;1stExon;5'UTR,Island,0.009608632931515,-0.0016919873799753,2.34089027910127e-05,-0.0006865228049818,haEWAS-specific
cg07914309,Total_PBB_Exposure_GSE116339,chr1,192778123,192778124,RGS2,TSS200,Island,0.0112380283617886,0.001429948652426,7.03359958741186e-07,4.70786701721608e-05,haEWAS-specific
cg07914621,Total_PBB_Exposure_GSE116339,chr7,150101498,150101499,LOC728743,TSS1500,N_Shore,0.0039621679990653,-0.0019546146909929,0.0001474929174338,0.0006444187524132,haEWAS-specific
cg07932280,Total_PBB_Exposure_GSE116339,chr14,69658650,69658651,EXD2;EXD2;EXD2;EXD2;EXD2;EXD2;EXD2;EXD2;EXD2,1stExon;1stExon;5'UTR;5'UTR;5'UTR;Body;5'UTR;5'UTR;Body,Island,0.0002612069117658,-0.0020358952564279,1.9355278276013e-06,0.0001098798519014,haEWAS-specific
cg07945433,Total_PBB_Exposure_GSE116339,chr14,70657045,70657046,SLC8A3;SLC8A3;SLC8A3;SLC8A3,TSS1500;TSS1500;TSS1500;TSS1500,S_Shore,0.0261137892806558,0.0016092408690555,0.0001087873207561,-0.0018718487784074,haEWAS-specific
cg07946896,Total_PBB_Exposure_GSE116339,chr12,12837462,12837463,GPR19,5'UTR,,5.4044414446468e-07,-0.0025753851046501,0.0090892397103102,-0.001193344355728,EWAS-specific
cg07951193,Total_PBB_Exposure_GSE116339,chr7,5458896,5458897,TNRC18,Body,Island,0.0040932377348817,0.0015875753440233,3.73778379613308e-05,0.0011887125853501,haEWAS-specific
cg07958192,Total_PBB_Exposure_GSE116339,chr4,90033974,90033975,TIGD2;TIGD2,1stExon;5'UTR,S_Shore,0.0010758284638271,0.0024307740807699,1.17935636956449e-06,-0.0014650730433278,haEWAS-specific
cg07962084,Total_PBB_Exposure_GSE116339,chr19,19435815,19435816,KIAA0892,Body,S_Shelf,0.0085636235908153,-0.0028843629324891,3.57962466321191e-05,-0.0043291905041534,haEWAS-specific
cg07963033,Total_PBB_Exposure_GSE116339,chr7,116139322,116139323,CAV2;CAV2,TSS200;TSS200,N_Shore,0.0754456048498269,0.0018815996417593,1.68364837964124e-05,0.0041143708245941,haEWAS-specific
cg07974622,Total_PBB_Exposure_GSE116339,chr1,113051171,113051172,WNT2B;WNT2B,Body;TSS200,Island,0.0259827727818644,0.0017297260935251,8.86405163523768e-10,8.0229717863218e-05,haEWAS-specific
cg07999953,Total_PBB_Exposure_GSE116339,chr1,35249327,35249328,GJB3;GJB3,5'UTR;5'UTR,N_Shore,0.0008446185773169,0.0024487518805975,4.06604598161125e-06,-0.0020379108211427,haEWAS-specific
cg08001123,Total_PBB_Exposure_GSE116339,chr16,9943686,9943687,GRIN2A;GRIN2A;GRIN2A,Body;Body;Body,,0.748030421647266,0.0003517604647034,3.38136935665372e-05,-0.0048127912568909,haEWAS-specific
cg08018510,Total_PBB_Exposure_GSE116339,chr16,1313016,1313017,,,S_Shelf,2.37357957567258e-07,-0.0039523792559248,2.9510225415443203e-09,0.0028463592545417,Common
cg08025520,Total_PBB_Exposure_GSE116339,chr4,40930104,40930105,APBB2;APBB2;APBB2,Body;Body;Body,,0.257142878247233,-0.0009279961050332,8.14799876270289e-06,-0.0042388216169845,haEWAS-specific
cg08030134,Total_PBB_Exposure_GSE116339,chr16,85813931,85813932,COX4NB;COX4NB,Body;Body,,2.00671596946478e-05,-0.0026583091663662,1.88416157129287e-05,-0.0051524984870177,Common
cg08031769,Total_PBB_Exposure_GSE116339,chr3,41042969,41042970,,,,0.214133685819136,-0.0010863527481859,7.23615360844518e-05,0.0022193958083894,haEWAS-specific
cg08032939,Total_PBB_Exposure_GSE116339,chr17,5704758,5704759,LOC339166,Body,,0.000100319759039,-0.004390918953188,2.17825854010678e-05,-0.0046012668922208,haEWAS-specific
cg08037440,Total_PBB_Exposure_GSE116339,chr1,228195083,228195084,WNT3A,Body,Island,0.0071797183716798,0.0020756857337861,2.69976805686792e-07,0.0005275822057965,haEWAS-specific
cg08039650,Total_PBB_Exposure_GSE116339,chr22,45603816,45603817,KIAA0930;KIAA0930,Body;Body,,0.0977168696778459,-0.0014832491387443,2.68200025092753e-05,0.0025523764884532,haEWAS-specific
cg08040428,Total_PBB_Exposure_GSE116339,chr8,18870913,18870914,PSD3,Body,N_Shore,0.0064523224241655,-0.001783314902904,2.34457150138865e-05,-0.0018235680585143,haEWAS-specific
cg08040565,Total_PBB_Exposure_GSE116339,chr10,104216121,104216122,,,,1.29650035417647e-05,-0.0022175946718382,0.169704040521693,-0.0006381557018787,EWAS-specific
cg08070771,Total_PBB_Exposure_GSE116339,chr3,147125758,147125759,ZIC4;ZIC1,TSS1500;TSS1500,N_Shore,0.280629545859037,0.0008343035309802,8.89972566362844e-05,-0.0004756381278409,haEWAS-specific
cg08080334,Total_PBB_Exposure_GSE116339,chr6,28574585,28574586,,,,5.9436315016198e-06,0.0023707076758389,1.0,0.0,EWAS-specific
cg08091526,Total_PBB_Exposure_GSE116339,chr16,79156020,79156021,WWOX,Body,,0.124652254216862,-0.0014485308857075,4.41820270213621e-08,0.0227472358393526,haEWAS-specific
cg08108641,Total_PBB_Exposure_GSE116339,chr9,135042030,135042031,NTNG2,5'UTR,S_Shelf,0.0044414876057917,0.005422009381683,3.76219174997587e-05,-0.0056984060497157,haEWAS-specific
cg08119153,Total_PBB_Exposure_GSE116339,chr14,78913301,78913302,NRXN3;NRXN3,5'UTR;Body,,0.0562819829260826,0.0019630320011711,3.45057226320826e-05,-0.0023740405460163,haEWAS-specific
cg08139636,Total_PBB_Exposure_GSE116339,chrX,132087774,132087775,HS6ST2;HS6ST2,Body;Body,N_Shelf,0.0195673711712121,0.0017831062002781,3.99533268001839e-05,0.0025685143365164,haEWAS-specific
cg08140039,Total_PBB_Exposure_GSE116339,chr14,105881968,105881969,,,S_Shore,0.900107280988878,7.84083718916953e-05,1.02836947654948e-05,-0.0095545882120071,haEWAS-specific
cg08147448,Total_PBB_Exposure_GSE116339,chr14,68859590,68859591,RAD51B;RAD51B;RAD51B,Body;Body;Body,,7.38222864926449e-06,-0.0028016787794026,0.0067160939143548,-0.0014456032712406,EWAS-specific
cg08149682,Total_PBB_Exposure_GSE116339,chr19,1355918,1355919,MUM1;MUM1,5'UTR;TSS1500,S_Shore,0.010621651419199,-0.0017803633261005,5.05163406396514e-06,-0.0012744385394349,haEWAS-specific
cg08151612,Total_PBB_Exposure_GSE116339,chr19,49055438,49055439,SULT2B1;SULT2B1,1stExon;5'UTR,,2.07890335308689e-05,-0.0043469643466478,8.36883993726103e-05,-0.042700366303282,Common
cg08151705,Total_PBB_Exposure_GSE116339,chr17,33775917,33775918,SLFN13,TSS200,N_Shore,1.12556544467865e-05,-0.0030465211191284,0.02805244036187,-0.001575195686212,EWAS-specific
cg08152640,Total_PBB_Exposure_GSE116339,chr10,74451458,74451459,MCU;MCU;MCU;MCU,TSS1500;TSS1500;TSS1500;TSS1500,N_Shore,0.0228623090487799,-0.0021099080901317,4.72110276156888e-06,-6.78426658350777e-05,haEWAS-specific
cg08158024,Total_PBB_Exposure_GSE116339,chr14,24626558,24626559,RNF31;RNF31,Body;Body,,9.88594575434007e-05,-0.0051918180997492,1.42627478753401e-13,0.035791434439955,haEWAS-specific
cg08160862,Total_PBB_Exposure_GSE116339,chr1,1270137,1270138,,,N_Shore,0.0406412813200456,-0.0013543107906682,2.98353109346386e-05,-0.0079965097440676,haEWAS-specific
cg08166587,Total_PBB_Exposure_GSE116339,chr12,2696048,2696049,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.0236104780398572,-0.0020111567032579,5.47695369512631e-05,-0.0004481926843846,haEWAS-specific
cg08173459,Total_PBB_Exposure_GSE116339,chr13,113303431,113303432,C13orf35,5'UTR,Island,0.0004747558872433,0.0042862001191356,0.0001430277207422,-0.0034425372704141,haEWAS-specific
cg08196359,Total_PBB_Exposure_GSE116339,chr3,32279722,32279723,CMTM8,TSS1500,Island,0.0041455609006211,0.0020041726934301,1.2478010891405e-05,0.0009394288463069,haEWAS-specific
cg08197797,Total_PBB_Exposure_GSE116339,chr6,138428995,138428996,PERP,TSS1500,S_Shore,0.849635539917762,0.000198083176668,0.0001420662134002,0.0024416019976402,haEWAS-specific
cg08209365,Total_PBB_Exposure_GSE116339,chr11,94902460,94902461,,,,0.0018929231218191,0.003695463351636,0.0001002669240897,-0.0024962086692661,haEWAS-specific
cg08210322,Total_PBB_Exposure_GSE116339,chr2,231903056,231903057,C2orf72,Body,Island,0.0017327955411729,0.0022589255047392,2.2629750588974e-06,0.0017719491036195,haEWAS-specific
cg08212176,Total_PBB_Exposure_GSE116339,chr12,120031535,120031536,TMEM233;TMEM233,5'UTR;1stExon,Island,0.195131856146965,0.0007495814005808,0.0001116126832624,0.0007446217958116,haEWAS-specific
cg08212530,Total_PBB_Exposure_GSE116339,chr19,499925,499926,MADCAM1;MADCAM1,Body;Body,S_Shore,0.0907362283058731,0.0019860709520816,0.0001069865296024,-0.0027206769796887,haEWAS-specific
cg08227526,Total_PBB_Exposure_GSE116339,chr4,155663529,155663530,,,N_Shore,0.0198405377485777,0.0012586720993229,1.85597341393741e-05,0.000484326297758,haEWAS-specific
cg08239694,Total_PBB_Exposure_GSE116339,chr19,47636543,47636544,SAE1;SAE1;SAE1;SAE1,Body;Body;Body;Body,S_Shelf,0.0003048890352108,-0.0019910260857689,1.47456593956501e-06,-0.0021858273026049,haEWAS-specific
